Question Number,Question Status,Question Type,Mandate,Subject,Unit,Panel,Food Sector Area,Deadline,Deadline Type,Acceptance Date,Adoption Date,Clock stop date,Clock start date,Difference (EFSA working days)
EFSA-Q-2015-00413,In progress,Application,M-2015-0147,"Calcium Phosphoryl Oligosaccharide (POs-Ca®) added for nutritional purposes to foods, food supplements and foods for special medical purposes",Food Ingredients and Packaging,ANS,Nutrient sources,30/04/2016,Negotiated Deadline,27/08/2015,-,-,-,-
EFSA-Q-2015-00412,In progress,Art 31 – Scientific and technical assistance,M-2015-0146,Mandate for scientific assistance as regards data on evidence that the application of flumioxazin is necessary to control a serious danger to planth health which cannot be contained by other available means including nn-chemnical methods,Pesticides,-,Pesticides,31/12/2015,Negotiated Deadline,10/07/2015,-,-,-,-
EFSA-Q-2015-00411,Under Consideration,Application,M-2015-0145,Request for safety evaluation of VINNAPAS® LL 8324 for use as additive in plastics.,Food Ingredients and Packaging,CEF,Food contact materials,-,Legal Deadline,-,-,-,-,-
EFSA-Q-2015-00410,Waiting for full dossier,Application,M-2015-0144,Request for EFSA to perform a scientific risk assessment on the food enzyme Lysophospholipase from a genetically modified strain of Trichoderma reesei (strain RF7206),Food Ingredients and Packaging,CEF,Enzymes,-,Without deadline,-,-,-,-,-
EFSA-Q-2015-00409,Waiting for full dossier,Application,M-2015-0144,Request for EFSA to perform a scientific risk assessment on the food enzyme Beta-galactosidase from Klyuveromyces lactis,Food Ingredients and Packaging,CEF,Enzymes,-,Without deadline,-,-,-,-,-
EFSA-Q-2015-00408,In progress,Application,M-2015-0144,Request for EFSA to perform a scientific risk assessment on the food enzyme Xylanase from a genetically modified strain of Bacillus subtilis (strain LMG-S-27588),Food Ingredients and Packaging,CEF,Enzymes,-,Without deadline,13/08/2015,-,-,-,-
EFSA-Q-2015-00407,In progress,Application,M-2015-0144,Request for EFSA to perform a scientific risk assessment on the food enzyme Pectin lyase from a genetically modified strain of Aspergillus niger (strain NZYM-PN),Food Ingredients and Packaging,CEF,Enzymes,-,Without deadline,13/08/2015,-,-,-,-
EFSA-Q-2015-00406,Waiting for full dossier,Application,M-2015-0144,Request for EFSA to perform a scientific risk assessment on the food enzyme Hexose oxidase from a genetically modified strain of Hansenula polymorpha (strain DP-Jza21),Food Ingredients and Packaging,CEF,Enzymes,-,Without deadline,-,-,-,-,-
EFSA-Q-2015-00405,Under Consideration,Application,M-2012-0276,Pesticides risk assessment and peer review of pasteuria nishizawae Pn1 in accordance with Article 12 of Regulation (EC) No 1107/2009 (application for approval).,Pesticides,-,Pesticides peer review - new active substances,-,Legal Deadline,-,-,-,-,-
EFSA-Q-2015-00404,Under Consideration,Application,M-2015-0143,Request for the evaluation of Polisan Hellas S.A. recycling process for poly(ethylene terephtalate) for direct food application - polymetrix (formerly Buhler) technology.,Food Ingredients and Packaging,CEF,Food contact materials,-,Legal Deadline,-,-,-,-,-
EFSA-Q-2015-00403,In progress,Art 31 – Scientific and technical assistance,M-2015-0140,Request for scientific technical assistance in relation to food intended for sportspeople,Nutrition,-,Dietetic products,30/09/2015,Negotiated Deadline,10/07/2015,-,-,-,-
EFSA-Q-2015-00402,In progress,Public consultation,M-2015-0069,Outcome of the public consultation on the draft updated general guidance for stakeholders on the evaluation of Art.13.1-13.5 and 14 health claims,Nutrition,-,Health claims other,31/01/2016,Negotiated Deadline,17/07/2015,-,-,-,-
EFSA-Q-2015-00401,Finished,Procurement,M-2014-0323,Procurement: Alternative control strategies against ASF in wild boar populations (NP-EFSA-ALPHA-2015-15-ASF),Animal and plant health,-,Animal Diseases,-,Negotiated Deadline,22/12/2014,14/07/2015,-,-,-
EFSA-Q-2015-00400,In progress,Public consultation,M-2014-0277,Outcome of the public consultation on the draft guidance for the assessment of products notified as foods for special medical purposes,Nutrition,-,Dietetic products,30/11/2015,Negotiated Deadline,17/07/2015,-,-,-,-
EFSA-Q-2015-00399,Finished,Application,M-2015-0015,Request for EFSA to finalise the reporting table on confirmatory data concerning the risk assessment of fluroxypyr.,Pesticides,-,Pesticides peer review - confirmatory data,23/07/2015,Legal Deadline,24/06/2015,22/07/2015,-,-,-
EFSA-Q-2015-00398,Finished,Procurement,M-2011-0088,"RC/EFSA/FIP/2014/02 - Draft preparatory documents, including toxicological and non-toxicological data, to support the preparatory work for the re-evaluation of food additives permitted in the EU",Food Ingredients and Packaging,-,Food additives,30/06/2015,Legal Deadline,12/09/2014,18/06/2015,-,-,-
EFSA-Q-2015-00397,Finished,Application,M-2015-0015,Request for EFSA to finalise the reporting table on confirmatory data concerning the risk assessment of fluquinconazole.,Pesticides,-,Pesticides peer review - confirmatory data,24/07/2015,Legal Deadline,25/06/2015,22/07/2015,-,-,-
EFSA-Q-2015-00396,Finished,Application,M-2011-0289,"Overall opinion on application for authorisation of GM soybean MON 87705 x MON 89788 for food and feed uses, import and processing submitted under Regulation (EC) No 1829/2003 by Monsanto (EFSA-GMO-NL-2011-100)",GMO,GMO,GMOs applications under Reg. 1829/2003,10/08/2015,Legal Deadline,30/07/2012,10/07/2015,-,-,-
EFSA-Q-2015-00395,In progress,Application,M-2015-0142,Request for EFSA to perform a scientific risk assessment on the food enzyme lysozyme from hen's egg,Food Ingredients and Packaging,CEF,Enzymes,-,Without deadline,06/08/2015,-,-,-,-
EFSA-Q-2015-00394,Finished,Art 29 – Scientific opinion,M-2015-0139,Request for a technical and scientific assistance on the internal review submitted under Regulation (EC) No 1367/2006 on the application of the provisions of the Aarhus convention against Commission Decision to  authorise GM oilseed rape MON 88302,GMO,-,GMO generic,13/07/2015,Negotiated Deadline,03/07/2015,15/07/2015,-,-,-
EFSA-Q-2015-00393,Finished,Procurement,M-2013-0151,PROCUREMENT: Extensive Literature Searches Soil and Growing Media Inventories (RC/EFSA/PLH/2013/01-SC1),Animal and plant health,-,Plant Health,31/05/2015,Negotiated Deadline,07/06/2013,29/05/2015,-,-,-
EFSA-Q-2015-00392,Finished,Application,M-2011-0239,"Overall opinion on the application for authorisation of genetically modified soybean FG72 for food and feed uses, import and processing submitted under Regulation (EC) No 1829/2003 by Bayer (EFSA-GMO-BE-2011-98)",GMO,GMO,GMOs applications under Reg. 1829/2003,10/08/2015,Legal Deadline,24/10/2011,10/07/2015,-,-,-
EFSA-Q-2015-00391,Finished,Application,M-2010-0230,"Overall opinion on the application for authorisation of genetically modified maize NK603 x T25 for food and feed uses, import and processing submitted under Regulation (EC) No 1829/2003 by Monsanto (EFSA-GMO-NL-2010-80)",GMO,GMO,GMOs applications under Reg. 1829/2003,28/09/2015,Legal Deadline,12/10/2010,10/07/2015,-,-,-
EFSA-Q-2015-00390,In progress,Procurement,M-2015-0138,Procurement: Transport and slaughter of pregnant animals,Animal and plant health,-,Animal welfare,31/05/2016,Negotiated Deadline,22/06/2015,-,-,-,-
EFSA-Q-2015-00389,Under Consideration,Application,M-2012-0276,Pesticides risk assessment and peer review of Bacillus subtilis (strain IAB/BS03) in accordance with Article 12 of Regulation (EC) No 1107/2009 (application for approval).,Pesticides,-,Pesticides peer review - new active substances,-,Legal Deadline,-,-,-,-,-
EFSA-Q-2015-00388,In progress,Application,M-2015-0015,Request for an EFSA conclusion on confirmatory data concerning the risk assessment of dithianon.,Pesticides,-,Pesticides peer review - confirmatory data,31/10/2015,Legal Deadline,23/06/2015,-,-,-,-
EFSA-Q-2015-00387,Finished,Art 31 – Scientific and technical assistance,M-2015-0137,"Request for a technical and scientific assistance on the internal review submitted under Regulation (EC) No 1367/2006 on the application of the provisions of the Aarhus Convention against three Commission Decisions to authorised GM soybeans: 305423, MON 87705 and 
MON 87769",GMO,-,GMO generic,31/07/2015,Negotiated Deadline,10/07/2015,30/07/2015,-,-,-
EFSA-Q-2015-00386,In progress,Art 36 – Scientific co-operation,M-2014-0247,External Scientific report on exposure assessment for pesticides on chronic effects on the thyroid,Pesticides,-,Pesticides,31/12/2016,Legal Deadline,29/08/2014,-,-,-,-
EFSA-Q-2015-00385,In progress,Art 36 – Scientific co-operation,M-2014-0247,External Scientific report on exposure assessment for pesticides on acute effects on the nervous system,Pesticides,-,Pesticides,31/12/2016,Legal Deadline,29/08/2014,-,-,-,-
EFSA-Q-2015-00384,Finished,Art 31 – Scientific and technical assistance,M-2015-0030,EFSA's assistance for the 2015 Codex Committee on Residues of Veterinary Drugs in Food in relation to rBST,Biological hazards and contaminants,-,Other areas,26/06/2015,Negotiated Deadline,23/03/2015,18/06/2015,-,-,-
EFSA-Q-2015-00383,In progress,Art 31 – Scientific and technical assistance,M-2015-0136,"Mandate for the RA of teh GMO ""Arsenic Biosensor"", a derivative of Bacillus subtilis 168 trpC2, for the purpose of its inclusion in Part C Annex II of Council Directive 2009/41/EC¹",GMO,-,GMO generic,01/10/2015,Negotiated Deadline,16/06/2015,-,-,-,-
EFSA-Q-2015-00382,In progress,Art 31 – Scientific and technical assistance,M-2015-0133,"Request for scientific assistance on new scientific information (Trtikova et al., 2015) in relation to the risk assessment of GM maize MON810 and possibly other Bt crops",GMO,-,GMO generic,31/10/2015,Negotiated Deadline,16/06/2015,-,-,-,-
EFSA-Q-2015-00381,In progress,Art 36 – Scientific co-operation,M-2015-0135,Generation of toxicology data on beauvericin and enniatins,Biological hazards and contaminants,-,Contaminants in Food,-,Negotiated Deadline,30/06/2015,-,-,-,-
EFSA-Q-2015-00380,In progress,Art 33 – Data collection,M-2014-0042,"Supporting Member States in the implementation of XML reporting and updating of the historical datasets on zoonoses, antimicrobial resistance and food-borne outbreaks. OC/EFSA/DATA/2014/01 -	Estonia",Evidence management,-,-,30/12/2016,-,13/02/2014,-,-,-,-
EFSA-Q-2015-00379,In progress,Art 33 – Data collection,M-2014-0042,"Supporting Member States in the implementation of XML reporting and updating of the historical datasets on zoonoses, antimicrobial resistance and food-borne outbreaks. OC/EFSA/DATA/2014/01 -	Other Countries",Evidence management,-,-,30/12/2016,-,13/02/2014,-,-,-,-
EFSA-Q-2015-00378,In progress,Art 33 – Data collection,M-2014-0042,"Supporting Member States in the implementation of XML reporting and updating of the historical datasets on zoonoses, antimicrobial resistance and food-borne outbreaks. OC/EFSA/DATA/2014/01 -	The Netherlands",Evidence management,-,-,-,-,13/02/2014,-,-,-,-
EFSA-Q-2015-00377,In progress,Application,M-2015-0134,"0436_FR - Art. 13.5 Claim, Reg.(EC) No 1924/2006 - Short-chain fructo-oligosaccharides (scFOS) from sucrose maintain normal intestinal regularity",Nutrition,NDA,Health claims Art. 13/5,24/12/2015,Legal Deadline,24/07/2015,-,-,-,-
EFSA-Q-2015-00376,In progress,Public consultation,M-2005-0015,Outcome of the Public consultation on the draft Scientific Opinion on Dietary Reference Values for Copper,Nutrition,-,Dietary reference values,31/10/2015,Negotiated Deadline,29/06/2015,-,-,-,-
EFSA-Q-2015-00375,In progress,Application,M-2015-0132,"0435_UK - Art. 13.5 Claim, Reg.(EC) No 1924/2006 - Lactitol contributes to normal bowel function",Nutrition,NDA,Health claims Art. 13/5,24/12/2015,Legal Deadline,24/07/2015,-,-,-,-
EFSA-Q-2015-00374,Waiting for full dossier,Application,M-2015-0131,Request for EFSA to perform a scientific risk assessment on the food enzyme: Triacylglycerol lipase from a GM strain of Hansenula polymorpha (strain DP-Jzk33),Food Ingredients and Packaging,CEF,Enzymes,-,Without deadline,-,-,-,-,-
EFSA-Q-2015-00373,In progress,Application,M-2015-0131,Request for EFSA to perform a scientific risk assessment on the food enzyme: Peptidase from a strain of Aspergillus oryzae (strain NZYM-EX),Food Ingredients and Packaging,CEF,Enzymes,-,Without deadline,22/07/2015,-,-,-,-
EFSA-Q-2015-00372,In progress,Application,M-2015-0131,Request for EFSA to perform a scientific risk assessment on the food enzyme: Trypsin and Chymotrypsin from porcine pancreatic glands,Food Ingredients and Packaging,CEF,Enzymes,-,Without deadline,22/07/2015,-,-,-,-
EFSA-Q-2015-00371,Waiting for full dossier,Application,M-2015-0131,Request for EFSA to perform a scientific risk assessment on the food enzyme: Aspergillopepsin I from a GM strain of Trichoderma reesei (strain DP-Nzq40),Food Ingredients and Packaging,CEF,Enzymes,-,Without deadline,-,-,-,-,-
EFSA-Q-2015-00370,Waiting for full dossier,Application,M-2015-0131,Request for EFSA to perform a scientific risk assessment on the food enzyme: Cellulase from Talaromyces cellulolyticus/Talaromyces pinophilus (strain Acremonium cellulolyticus),Food Ingredients and Packaging,CEF,Enzymes,-,Without deadline,-,-,-,-,-
EFSA-Q-2015-00369,Finished,Art 31 – Scientific and technical assistance,M-2013-0116,Guidance document for reporting data on residues of pesticide residues in food and feed according to Regulation (EC) No 396/2005 (2014 Data collection),Pesticides,-,Pesticides MRL Monitoring (Reg. 396/2005 - Art. 31),-,Without deadline,12/07/2013,06/07/2015,-,-,-
EFSA-Q-2015-00368,In progress,Public consultation,M-2013-0261,Public consultation on Draft Guidance Document on Uncertainty in Scientific Assessment,Scientific Committee & Emerging Risks,-,RA methodology,15/12/2016,Negotiated Deadline,19/08/2013,-,-,-,-
EFSA-Q-2015-00367,In progress,Application,M-2015-0129,Inositol for cats and dogs,FEED,FEEDAP,Feed additives - applications linked to 1831/2003,30/05/2016,Negotiated Deadline,11/06/2015,-,-,-,-
EFSA-Q-2015-00366,In progress,Public consultation,M-2013-0098,Public Consultation on addressing temporal/spatial recovery of non-target organisms in environmental risk assessment,Scientific Committee & Emerging Risks,-,RA methodology,31/12/2015,Negotiated Deadline,15/03/2015,-,-,-,-
EFSA-Q-2015-00365,In progress,Public consultation,M-2013-0098,Public Consultation on coverage of endangered species as non-target organisms in environmental risk assessment,Scientific Committee & Emerging Risks,-,RA methodology,31/12/2015,Negotiated Deadline,15/03/2013,-,-,-,-
EFSA-Q-2015-00364,In progress,Public consultation,M-2013-0098,Public Consultation on self-tasking mandate proposed to EFSA by the Scientific Committee on overarching elements of environmental risk assessment (ERA),Scientific Committee & Emerging Risks,-,RA methodology,31/12/2015,Negotiated Deadline,15/03/2013,-,-,-,-
EFSA-Q-2015-00363,Finished,Art 33 – Data collection,M-2010-0374,Specific requirements for chemical contaminant and food additive occurrence data submission,Evidence management,-,Data collection and analysis,30/06/2015,Negotiated Deadline,01/06/2011,30/06/2015,-,-,-
EFSA-Q-2015-00362,Under Consideration,Application,M-2012-0276,Pesticide risk assessment and peer review of beauveria bassiana IMI389521 in accordance with Article 12 of Regulation (EC) No 1107/2009 (application for approval).,Pesticides,-,Pesticides peer review - new active substances,-,Legal Deadline,-,-,-,-,-
EFSA-Q-2015-00361,Under Consideration,Application,M-2012-0276,Pesticide risk assessment and peer review of beauveria bassiana PPRI 5339 in accordance with Article 12 of Regulation (EC) No 1107/2009 (application for approval).,Pesticides,-,Pesticides peer review - new active substances,-,Legal Deadline,-,-,-,-,-
EFSA-Q-2015-00360,In progress,Application,M-2015-0128,"0434_DE - Art. 13.5 Claim, Reg.(EC) No 1924/2006 - A characteristic collagen peptide mixture (FORTIGEL®) that contributes to the maintenance of normal joint function",Nutrition,NDA,Health claims Art. 13/5,12/01/2016,Legal Deadline,12/08/2015,-,-,-,-
